Timestamp,Temperature_Celsius,Relative_Humidity,Date,Season,Wind,ApparentTemperature
2021-03-27 00:00:00,22.0,35.0,2021-03-27 00:00:00,spring,0.1,23.3
2021-03-27 06:00:00,21.0,34.0,2021-03-27 06:00:00,spring,0.1,22.0
2021-03-27 12:00:00,21.0,39.0,2021-03-27 12:00:00,spring,0.1,22.4
2021-03-27 18:00:00,21.0,42.0,2021-03-27 18:00:00,spring,0.1,22.7
2021-03-28 00:00:00,21.0,49.0,2021-03-28 00:00:00,spring,0.1,23.4
2021-03-28 06:00:00,22.0,51.0,2021-03-28 06:00:00,spring,0.1,24.8
2021-03-28 12:00:00,24.0,49.0,2021-03-28 12:00:00,spring,0.1,27.3
2021-03-28 18:00:00,23.0,58.0,2021-03-28 18:00:00,spring,0.1,26.9
2021-03-29 00:00:00,23.0,60.0,2021-03-29 00:00:00,spring,0.1,27.1
2021-03-29 06:00:00,23.0,58.0,2021-03-29 06:00:00,spring,0.1,26.9
2021-03-29 12:00:00,23.0,52.0,2021-03-29 12:00:00,spring,0.1,26.3
2021-03-29 18:00:00,23.0,56.0,2021-03-29 18:00:00,spring,0.1,26.7
2021-03-30 00:00:00,22.0,57.0,2021-03-30 00:00:00,spring,0.1,25.4
2021-03-30 06:00:00,22.0,54.0,2021-03-30 06:00:00,spring,0.1,25.1
2021-03-30 12:00:00,24.0,45.0,2021-03-30 12:00:00,spring,0.1,26.8
2021-03-30 18:00:00,23.0,48.0,2021-03-30 18:00:00,spring,0.1,25.8
2021-03-31 00:00:00,22.0,44.0,2021-03-31 00:00:00,spring,0.1,24.2
2021-03-31 06:00:00,23.0,42.0,2021-03-31 06:00:00,spring,0.1,25.2
2021-03-31 12:00:00,23.0,42.0,2021-03-31 12:00:00,spring,0.1,25.2
2021-03-31 18:00:00,23.0,49.0,2021-03-31 18:00:00,spring,0.1,25.9
2021-04-01 00:00:00,22.0,47.0,2021-04-01 00:00:00,spring,0.1,24.5
2021-04-01 06:00:00,23.0,49.0,2021-04-01 06:00:00,spring,0.1,25.9
2021-04-01 12:00:00,24.0,54.0,2021-04-01 12:00:00,spring,0.1,27.8
2021-04-01 18:00:00,24.0,55.0,2021-04-01 18:00:00,spring,0.1,27.9
2021-04-02 00:00:00,23.0,55.0,2021-04-02 00:00:00,spring,0.1,26.6
2021-04-02 06:00:00,23.0,58.0,2021-04-02 06:00:00,spring,0.1,26.9
2021-04-02 12:00:00,23.0,58.0,2021-04-02 12:00:00,spring,0.1,26.9
2021-04-02 18:00:00,22.0,54.0,2021-04-02 18:00:00,spring,0.1,25.1
2021-04-03 00:00:00,22.0,52.0,2021-04-03 00:00:00,spring,0.1,24.9
2021-04-03 06:00:00,22.0,47.0,2021-04-03 06:00:00,spring,0.1,24.5
2021-04-03 12:00:00,22.0,45.0,2021-04-03 12:00:00,spring,0.1,24.3
2021-04-03 18:00:00,23.0,48.0,2021-04-03 18:00:00,spring,0.1,25.8
2021-04-04 00:00:00,23.0,47.0,2021-04-04 00:00:00,spring,0.1,25.7
2021-04-04 06:00:00,23.0,50.0,2021-04-04 06:00:00,spring,0.1,26.1
2021-04-04 12:00:00,23.0,54.0,2021-04-04 12:00:00,spring,0.1,26.5
2021-04-04 18:00:00,23.0,66.0,2021-04-04 18:00:00,spring,0.1,27.7
2021-04-05 00:00:00,22.0,62.0,2021-04-05 00:00:00,spring,0.1,25.9
2021-04-05 06:00:00,23.0,52.0,2021-04-05 06:00:00,spring,0.1,26.3
2021-04-05 12:00:00,23.0,39.0,2021-04-05 12:00:00,spring,0.1,24.9
2021-04-05 18:00:00,23.0,35.0,2021-04-05 18:00:00,spring,0.1,24.5
2021-04-06 00:00:00,22.0,33.0,2021-04-06 00:00:00,spring,0.1,23.1
2021-04-06 06:00:00,23.0,37.0,2021-04-06 06:00:00,spring,0.1,24.7
2021-04-06 12:00:00,24.0,42.0,2021-04-06 12:00:00,spring,0.1,26.5
2021-04-06 18:00:00,23.0,44.0,2021-04-06 18:00:00,spring,0.1,25.4
2021-04-07 00:00:00,22.0,45.0,2021-04-07 00:00:00,spring,0.1,24.3
2021-04-07 06:00:00,23.0,40.0,2021-04-07 06:00:00,spring,0.1,25.0
2021-04-07 12:00:00,23.0,34.0,2021-04-07 12:00:00,spring,0.1,24.4
2021-04-07 18:00:00,23.0,30.0,2021-04-07 18:00:00,spring,0.1,24.0
2021-04-08 00:00:00,22.0,29.0,2021-04-08 00:00:00,spring,0.1,22.7
2021-04-08 06:00:00,23.0,30.0,2021-04-08 06:00:00,spring,0.1,24.0
2021-04-08 12:00:00,23.0,34.0,2021-04-08 12:00:00,spring,0.1,24.4
2021-04-08 18:00:00,23.0,38.0,2021-04-08 18:00:00,spring,0.1,24.8
2021-04-09 00:00:00,22.0,46.0,2021-04-09 00:00:00,spring,0.1,24.4
2021-04-09 06:00:00,22.0,35.0,2021-04-09 06:00:00,spring,0.1,23.3
2021-04-09 12:00:00,23.0,31.0,2021-04-09 12:00:00,spring,0.1,24.1
2021-04-09 18:00:00,22.0,34.0,2021-04-09 18:00:00,spring,0.1,23.2
2021-04-10 00:00:00,21.0,38.0,2021-04-10 00:00:00,spring,0.1,22.3
2021-04-10 06:00:00,21.0,38.0,2021-04-10 06:00:00,spring,0.1,22.3
2021-04-10 12:00:00,21.0,38.0,2021-04-10 12:00:00,spring,0.1,22.3
2021-04-10 18:00:00,21.0,50.0,2021-04-10 18:00:00,spring,0.1,23.5
2021-04-11 00:00:00,21.0,50.0,2021-04-11 00:00:00,spring,0.1,23.5
2021-04-11 06:00:00,22.0,40.0,2021-04-11 06:00:00,spring,0.1,23.8
2021-04-11 12:00:00,22.0,40.0,2021-04-11 12:00:00,spring,0.1,23.8
2021-04-11 18:00:00,23.0,38.0,2021-04-11 18:00:00,spring,0.1,24.8
2021-04-12 00:00:00,22.0,37.0,2021-04-12 00:00:00,spring,0.1,23.5
2021-04-12 06:00:00,22.0,38.0,2021-04-12 06:00:00,spring,0.1,23.6
2021-04-12 12:00:00,23.0,37.0,2021-04-12 12:00:00,spring,0.1,24.7
2021-04-12 18:00:00,23.0,40.0,2021-04-12 18:00:00,spring,0.1,25.0
2021-04-13 00:00:00,22.0,39.0,2021-04-13 00:00:00,spring,0.1,23.7
2021-04-13 06:00:00,22.0,45.0,2021-04-13 06:00:00,spring,0.1,24.3
2021-04-13 12:00:00,22.0,48.0,2021-04-13 12:00:00,spring,0.1,24.6
2021-04-13 18:00:00,23.0,52.0,2021-04-13 18:00:00,spring,0.1,26.3
2021-04-14 00:00:00,23.0,55.0,2021-04-14 00:00:00,spring,0.1,26.6
2021-04-14 06:00:00,23.0,53.0,2021-04-14 06:00:00,spring,0.1,26.4
2021-04-14 12:00:00,24.0,49.0,2021-04-14 12:00:00,spring,0.1,27.3
2021-04-14 18:00:00,23.0,44.0,2021-04-14 18:00:00,spring,0.1,25.4
2021-04-15 00:00:00,22.0,36.0,2021-04-15 00:00:00,spring,0.1,23.4
2021-04-15 06:00:00,22.0,34.0,2021-04-15 06:00:00,spring,0.1,23.2
2021-04-15 12:00:00,23.0,34.0,2021-04-15 12:00:00,spring,0.1,24.4
2021-04-15 18:00:00,23.0,38.0,2021-04-15 18:00:00,spring,0.1,24.8
2021-04-16 00:00:00,22.0,37.0,2021-04-16 00:00:00,spring,0.1,23.5
2021-04-16 06:00:00,23.0,38.0,2021-04-16 06:00:00,spring,0.1,24.8
2021-04-16 12:00:00,23.0,38.0,2021-04-16 12:00:00,spring,0.1,24.8
2021-04-16 18:00:00,23.0,41.0,2021-04-16 18:00:00,spring,0.1,25.1
2021-04-17 00:00:00,22.0,44.0,2021-04-17 00:00:00,spring,0.1,24.2
2021-04-17 06:00:00,22.0,50.0,2021-04-17 06:00:00,spring,0.1,24.8
2021-04-17 12:00:00,23.0,60.0,2021-04-17 12:00:00,spring,0.1,27.1
2021-04-17 18:00:00,23.0,59.0,2021-04-17 18:00:00,spring,0.1,27.0
2021-04-18 00:00:00,23.0,52.0,2021-04-18 00:00:00,spring,0.1,26.3
2021-04-18 06:00:00,22.0,43.0,2021-04-18 06:00:00,spring,0.1,24.1
2021-04-18 12:00:00,23.0,42.0,2021-04-18 12:00:00,spring,0.1,25.2
2021-04-18 18:00:00,22.0,54.0,2021-04-18 18:00:00,spring,0.1,25.1
2021-04-19 00:00:00,22.0,49.0,2021-04-19 00:00:00,spring,0.1,24.7
2021-04-19 06:00:00,22.0,43.0,2021-04-19 06:00:00,spring,0.1,24.1
2021-04-19 12:00:00,23.0,38.0,2021-04-19 12:00:00,spring,0.1,24.8
2021-04-19 18:00:00,23.0,37.0,2021-04-19 18:00:00,spring,0.1,24.7
2021-04-20 00:00:00,22.0,36.0,2021-04-20 00:00:00,spring,0.1,23.4
2021-04-20 06:00:00,22.0,38.0,2021-04-20 06:00:00,spring,0.1,23.6
2021-04-20 12:00:00,23.0,36.0,2021-04-20 12:00:00,spring,0.1,24.6
2021-04-20 18:00:00,23.0,35.0,2021-04-20 18:00:00,spring,0.1,24.5
2021-04-21 00:00:00,22.0,37.0,2021-04-21 00:00:00,spring,0.1,23.5
2021-04-21 06:00:00,22.0,36.0,2021-04-21 06:00:00,spring,0.1,23.4
2021-04-21 12:00:00,23.0,32.0,2021-04-21 12:00:00,spring,0.1,24.2
2021-04-21 18:00:00,23.0,32.0,2021-04-21 18:00:00,spring,0.1,24.2
2021-04-22 00:00:00,23.0,31.0,2021-04-22 00:00:00,spring,0.1,24.1
2021-04-22 06:00:00,23.0,30.0,2021-04-22 06:00:00,spring,0.1,24.0
2021-04-22 12:00:00,24.0,30.0,2021-04-22 12:00:00,spring,0.1,25.2
2021-04-22 18:00:00,23.0,44.0,2021-04-22 18:00:00,spring,0.1,25.4
2021-04-23 00:00:00,22.0,49.0,2021-04-23 00:00:00,spring,0.1,24.7
2021-04-23 06:00:00,23.0,44.0,2021-04-23 06:00:00,spring,0.1,25.4
2021-04-23 12:00:00,24.0,43.0,2021-04-23 12:00:00,spring,0.1,26.6
2021-04-23 18:00:00,23.0,53.0,2021-04-23 18:00:00,spring,0.1,26.4
2021-04-24 00:00:00,23.0,50.0,2021-04-24 00:00:00,spring,0.1,26.1
2021-04-24 06:00:00,23.0,45.0,2021-04-24 06:00:00,spring,0.1,25.5
2021-04-24 12:00:00,23.0,44.0,2021-04-24 12:00:00,spring,0.1,25.4
2021-04-24 18:00:00,23.0,45.0,2021-04-24 18:00:00,spring,0.1,25.5
2021-04-25 00:00:00,23.0,45.0,2021-04-25 00:00:00,spring,0.1,25.5
2021-04-25 06:00:00,23.0,43.0,2021-04-25 06:00:00,spring,0.1,25.3
2021-04-25 12:00:00,23.0,45.0,2021-04-25 12:00:00,spring,0.1,25.5
2021-04-25 18:00:00,23.0,47.0,2021-04-25 18:00:00,spring,0.1,25.7
2021-04-26 00:00:00,22.0,38.0,2021-04-26 00:00:00,spring,0.1,23.6
2021-04-26 06:00:00,22.0,28.0,2021-04-26 06:00:00,spring,0.1,22.6
2021-04-26 12:00:00,22.0,25.0,2021-04-26 12:00:00,spring,0.1,22.3
2021-04-26 18:00:00,22.0,28.0,2021-04-26 18:00:00,spring,0.1,22.6
2021-04-27 00:00:00,22.0,28.0,2021-04-27 00:00:00,spring,0.1,22.6
2021-04-27 06:00:00,22.0,31.0,2021-04-27 06:00:00,spring,0.1,22.9
2021-04-27 12:00:00,23.0,35.0,2021-04-27 12:00:00,spring,0.1,24.5
2021-04-27 18:00:00,23.0,45.0,2021-04-27 18:00:00,spring,0.1,25.5
2021-04-28 00:00:00,22.0,49.0,2021-04-28 00:00:00,spring,0.1,24.7
2021-04-28 06:00:00,22.0,46.0,2021-04-28 06:00:00,spring,0.1,24.4
2021-04-28 12:00:00,23.0,47.0,2021-04-28 12:00:00,spring,0.1,25.7
2021-04-28 18:00:00,23.0,51.0,2021-04-28 18:00:00,spring,0.1,26.2
2021-04-29 00:00:00,23.0,54.0,2021-04-29 00:00:00,spring,0.1,26.5
2021-04-29 06:00:00,23.0,55.0,2021-04-29 06:00:00,spring,0.1,26.6
2021-04-29 12:00:00,24.0,60.0,2021-04-29 12:00:00,spring,0.1,28.5
2021-04-29 18:00:00,23.0,67.0,2021-04-29 18:00:00,spring,0.1,27.8
2021-04-30 00:00:00,23.0,59.0,2021-04-30 00:00:00,spring,0.1,27.0
2021-04-30 06:00:00,23.0,55.0,2021-04-30 06:00:00,spring,0.1,26.6
2021-04-30 12:00:00,23.0,50.0,2021-04-30 12:00:00,spring,0.1,26.1
2021-04-30 18:00:00,23.0,47.0,2021-04-30 18:00:00,spring,0.1,25.7
2021-05-01 00:00:00,23.0,45.0,2021-05-01 00:00:00,spring,0.1,25.5
2021-05-01 06:00:00,23.0,46.0,2021-05-01 06:00:00,spring,0.1,25.6
2021-05-01 12:00:00,23.0,66.0,2021-05-01 12:00:00,spring,0.1,27.7
2021-05-01 18:00:00,23.0,65.0,2021-05-01 18:00:00,spring,0.1,27.6
2021-05-02 00:00:00,23.0,58.0,2021-05-02 00:00:00,spring,0.1,26.9
2021-05-02 06:00:00,23.0,48.0,2021-05-02 06:00:00,spring,0.1,25.8
2021-05-02 12:00:00,23.0,44.0,2021-05-02 12:00:00,spring,0.1,25.4
2021-05-02 18:00:00,23.0,40.0,2021-05-02 18:00:00,spring,0.1,25.0
2021-05-03 00:00:00,22.0,36.0,2021-05-03 00:00:00,spring,0.1,23.4
2021-05-03 06:00:00,22.0,36.0,2021-05-03 06:00:00,spring,0.1,23.4
2021-05-03 12:00:00,23.0,42.0,2021-05-03 12:00:00,spring,0.1,25.2
2021-05-03 18:00:00,23.0,37.0,2021-05-03 18:00:00,spring,0.1,24.7
2021-05-04 00:00:00,22.0,38.0,2021-05-04 00:00:00,spring,0.1,23.6
2021-05-04 06:00:00,22.0,37.0,2021-05-04 06:00:00,spring,0.1,23.5
2021-05-04 12:00:00,23.0,37.0,2021-05-04 12:00:00,spring,0.1,24.7
2021-05-04 18:00:00,23.0,46.0,2021-05-04 18:00:00,spring,0.1,25.6
2021-05-05 00:00:00,23.0,51.0,2021-05-05 00:00:00,spring,0.1,26.2
2021-05-05 06:00:00,23.0,54.0,2021-05-05 06:00:00,spring,0.1,26.5
2021-05-05 12:00:00,23.0,59.0,2021-05-05 12:00:00,spring,0.1,27.0
2021-05-05 18:00:00,23.0,60.0,2021-05-05 18:00:00,spring,0.1,27.1
2021-05-06 00:00:00,23.0,58.0,2021-05-06 00:00:00,spring,0.1,26.9
2021-05-06 06:00:00,23.0,44.0,2021-05-06 06:00:00,spring,0.1,25.4
2021-05-06 12:00:00,24.0,35.0,2021-05-06 12:00:00,spring,0.1,25.7
2021-05-06 18:00:00,24.0,40.0,2021-05-06 18:00:00,spring,0.1,26.3
2021-05-07 00:00:00,23.0,45.0,2021-05-07 00:00:00,spring,0.1,25.5
2021-05-07 06:00:00,23.0,43.0,2021-05-07 06:00:00,spring,0.1,25.3
2021-05-07 12:00:00,24.0,44.0,2021-05-07 12:00:00,spring,0.1,26.7
2021-05-07 18:00:00,23.0,46.0,2021-05-07 18:00:00,spring,0.1,25.6
2021-05-08 00:00:00,23.0,47.0,2021-05-08 00:00:00,spring,0.1,25.7
2021-05-08 06:00:00,23.0,51.0,2021-05-08 06:00:00,spring,0.1,26.2
2021-05-08 12:00:00,24.0,56.0,2021-05-08 12:00:00,spring,0.1,28.0
2021-05-08 18:00:00,24.0,58.0,2021-05-08 18:00:00,spring,0.1,28.3
2021-05-09 00:00:00,24.0,58.0,2021-05-09 00:00:00,spring,0.1,28.3
2021-05-09 06:00:00,24.0,55.0,2021-05-09 06:00:00,spring,0.1,27.9
2021-05-09 12:00:00,24.0,51.0,2021-05-09 12:00:00,spring,0.1,27.5
2021-05-09 18:00:00,24.0,51.0,2021-05-09 18:00:00,spring,0.1,27.5
2021-05-10 00:00:00,23.0,38.0,2021-05-10 00:00:00,spring,0.1,24.8
2021-05-10 06:00:00,23.0,35.0,2021-05-10 06:00:00,spring,0.1,24.5
2021-05-10 12:00:00,24.0,38.0,2021-05-10 12:00:00,spring,0.1,26.0
2021-05-10 18:00:00,24.0,40.0,2021-05-10 18:00:00,spring,0.1,26.3
2021-05-11 00:00:00,24.0,39.0,2021-05-11 00:00:00,spring,0.1,26.2
2021-05-11 06:00:00,24.0,42.0,2021-05-11 06:00:00,spring,0.1,26.5
2021-05-11 12:00:00,24.0,44.0,2021-05-11 12:00:00,spring,0.1,26.7
2021-05-11 18:00:00,24.0,45.0,2021-05-11 18:00:00,spring,0.1,26.8
2021-05-12 00:00:00,24.0,45.0,2021-05-12 00:00:00,spring,0.1,26.8
2021-05-12 06:00:00,24.0,44.0,2021-05-12 06:00:00,spring,0.1,26.7
2021-05-12 12:00:00,25.0,41.0,2021-05-12 12:00:00,spring,0.1,27.7
2021-05-12 18:00:00,24.0,48.0,2021-05-12 18:00:00,spring,0.1,27.2
2021-05-13 00:00:00,24.0,57.0,2021-05-13 00:00:00,spring,0.1,28.2
2021-05-13 06:00:00,24.0,53.0,2021-05-13 06:00:00,spring,0.1,27.7
2021-05-13 12:00:00,25.0,51.0,2021-05-13 12:00:00,spring,0.1,28.8
2021-05-13 18:00:00,25.0,53.0,2021-05-13 18:00:00,spring,0.1,29.1
2021-05-14 00:00:00,24.0,55.0,2021-05-14 00:00:00,spring,0.1,27.9
2021-05-14 06:00:00,25.0,54.0,2021-05-14 06:00:00,spring,0.1,29.2
2021-05-14 12:00:00,26.0,51.0,2021-05-14 12:00:00,spring,0.1,30.2
